name,categ,X,Y,color
Бедренная грыжа,Болезни органов пищеварения,4.8621287,4.1268616,#345E8D
Безболевая ишемия миокарда,Болезни сердца и сосудов,7.3078933,-7.5320473,#23888D
Безоар желудка,Болезни органов пищеварения,0.39576173,5.465875,#345E8D
Белые пятна на ногтях,Косметические проблемы,-17.47339,-13.883362,#482374
Бельмо ,Глазные болезни,-17.619036,-3.0092773,#79D151
Бери-бери,Нервные болезни,-0.6182904,-12.085906,#267F8E
Бесплодие у женщин,Женские болезни,-8.84968,9.915777,#29AF7F
Беттолепсия,Нервные болезни,-0.67504084,-11.27224,#267F8E
Бешенство,Инфекционные болезни,1.8264802,-0.75735426,#42BE71
Билиарный панкреатит,Болезни органов пищеварения,4.5986996,5.336499,#345E8D
Билиарный рефлюкс-гастрит,Болезни органов пищеварения,4.9545836,5.206418,#345E8D
Билиарный цирроз печени,Болезни органов пищеварения,2.5253313,-0.11824628,#345E8D
Биссиноз,Болезни органов дыхания,5.6459208,-2.475895,#208F8C
Бластомикоз,Инфекционные болезни,-0.15959595,1.0097867,#42BE71
Бленнорея,Глазные болезни,-15.022083,-1.8128989,#79D151
Блестящий лишай,Кожные болезни,-13.178557,-8.186496,#FDE724
Блефарит,Глазные болезни,-12.4508095,-2.585067,#79D151
Блефароконъюнктивит,Глазные болезни,-15.527598,-1.6692455,#79D151
Блефарофимоз,Глазные болезни,-14.497673,-1.8139431,#79D151
Блефарохалазис,Глазные болезни,-15.253672,-1.6443217,#79D151
Близорукость,Глазные болезни,-14.313433,-1.3016632,#79D151
Близорукость у детей,Детские болезни,-1.6764979,-3.4132807,#443982
Блокада ножек пучка Гиса,Болезни сердца и сосудов,7.1872864,-6.348358,#23888D
Бовеноидный папулез,Венерические болезни,-13.590454,-2.382916,#1E988A
Боковой амиотрофический склероз,Нервные болезни,-0.038062565,-12.940107,#267F8E
Болезни потовых желез,Кожные болезни,-14.02674,-7.6210184,#FDE724
Болезни тяжелых цепей,Иммунные болезни,-3.810643,0.8567419,#462F7C
Болезнь Альцгеймера,Нервные болезни,-0.088863365,-12.270543,#267F8E
Болезнь Берже,Урологические болезни,-3.8069892,8.419907,#E7E419
Болезнь Беста,Наследственные болезни,-6.646638,-9.813559,#29788E
Болезнь Бехтерева,Ревматические болезни,-4.9608445,-11.59961,#30678D
Болезнь Бехчета,Ревматические болезни,-3.1891437,-1.4813659,#30678D
Болезнь Бинсвангера,Психические расстройства,-0.19318675,-15.919231,#48196B
Болезнь Блаунта,Болезни ОДС и травмы,-8.755338,-13.824496,#2D6F8E
Болезнь Боуэна,Кожные болезни,-14.085051,-10.067519,#FDE724
Болезнь Виллебранда,Болезни крови,-5.1999054,-0.38957393,#440154
Болезнь Вильсона,Нервные болезни,-5.2957654,-9.0631485,#267F8E
Болезнь Галлервордена-Шпатца,Наследственные болезни,-2.9497588,-7.649119,#29788E
Болезнь Гамсторпа,Нервные болезни,-2.045842,-10.804034,#267F8E
Болезнь Гиппеля-Линдау,Наследственные болезни,-6.04465,-8.389797,#29788E
Болезнь Гиршпрунга,Болезни толстого кишечника,2.370128,7.9833326,#D2E11B
Болезнь Гольдмана-Фавре,Глазные болезни,-15.763383,-1.4664342,#79D151
Болезнь Гровера,Кожные болезни,-12.963714,-8.139898,#FDE724
Болезнь Дарье,Кожные болезни,-13.248314,-7.7902584,#FDE724
Болезнь де Кервена,Болезни ОДС и травмы,-7.9545527,-13.851088,#2D6F8E
Болезнь Иценко - Кушинга,Эндокринные болезни,-6.4607286,3.5624726,#53C567
Болезнь Кавасаки,Ревматические болезни,-1.128902,-10.358562,#30678D
Болезнь Кальве,Болезни ОДС и травмы,-8.973429,-13.207429,#2D6F8E
Болезнь Канавана,Нервные болезни,-1.685426,-11.161778,#267F8E
Болезнь Кейра,Кожные болезни,-14.2280245,-6.9598036,#FDE724
Болезнь Келера,Болезни ОДС и травмы,-7.153634,-12.4854355,#2D6F8E
Болезнь Кенига,Болезни ОДС и травмы,-9.756292,-14.593719,#2D6F8E
Болезнь Кимуры,Кожные болезни,-12.513378,-8.244068,#FDE724
Болезнь Кирле,Кожные болезни,-12.90684,-8.006784,#FDE724
Болезнь Коатса,Глазные болезни,-15.246161,-2.356994,#79D151
Болезнь Коудена,Наследственные болезни,-5.298261,-10.750156,#29788E
Болезнь кошачьих царапин,Инфекционные болезни,0.25101185,0.56624866,#42BE71
Болезнь Крейтцфельдта-Якоба,Нервные болезни,-2.0498927,-13.166272,#267F8E
Болезнь Крона,Болезни органов пищеварения,3.1486185,5.9082327,#345E8D
Болезнь Крона у детей,Детские болезни,1.5749217,-6.3419733,#443982
Болезнь Лайма,Инфекционные болезни,1.2476183,0.6413833,#42BE71
Болезнь Лафоры,Наследственные болезни,-4.322193,-9.969095,#29788E
Болезнь Лева-Ленегра,Болезни сердца и сосудов,6.9354954,-7.322365,#23888D
